tienda_id,nombre,categorias,latitud,longitud,direccion,calificaciones,rango_precios,metodos_pago,tamano_tienda,estacionamiento,horario_apertura,distrito,zona
128,Kilito S.A.C.,Sin Categoría,-12.208984,-76.9325486,"Q3R8+CX4, Avenida Separadora Industrial, Villa EL Salvador",4.4,Alto,Transferencia,Mediana,Sí,Horario laboral,Villa el Salvador,Lima Sur
129,La casa de Kina y Toffe,"restaurant, food",-12.2091187,-76.93279369999999,"Q3R8+9V4, Auxiliar Av. Separadora Industrial, Cercado de Lima",4.4,Medio,Tarjeta de crédito,Pequeña,Sí,24 horas,Cercado de Lima,Lima Centro
130,Puerta N°3 Taller del Tren Eléctrico,storage,-12.2080373,-76.9326834,"Parque Industrial, Calle el cuero Mz 1, Lt 13, Villa EL Salvador",4.64,Medio,Transferencia,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
131,Kenyu,"car_repair, store",-12.2096389,-76.9322626,"Avenida Separadora Industrial 2365, Villa EL Salvador",3.72,Medio,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
132,El Mayoneso Fast Food,"restaurant, food",-12.2095422,-76.9332235,Cercado de Lima,5.0,Alto,Transferencia,Mediana,Sí,Horario laboral,Cercado de Lima,Lima Centro
133,Sector 2 Grupo 5 Manzana C Lote 4,Sin Categoría,-12.2087595,-76.9336409,"Q3R8+FGX, Lima",4.32,Bajo,Tarjeta de crédito,Pequeña,No,Horario laboral,Desconocido,Desconocido
134,Holi Industrial,Sin Categoría,-12.2077737,-76.9326706,"CALLE EL CUERO, Villa EL Salvador",4.38,Medio,Transferencia,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
135,Meladiseños - muebles de melamina,"furniture_store, home_goods_store, store",-12.2077682,-76.93265,"Parque Industrial, Calle El Cuero Mz. P1 Lot. 13, Lima",5.0,Medio,Tarjeta de crédito,Pequeña,No,Horario laboral,Desconocido,Desconocido
136,Calzados BillyGin,Sin Categoría,-12.2077575,-76.9327208,"Parque industrial, Calle el cuero, Villa EL Salvador",4.0,Medio,Efectivo,Mediana,Sí,Horario laboral,Villa el Salvador,Lima Sur
137,"Avenida Separadora Industrial, 1906",transit_station,-12.20819,-76.93348999999999,Peru,4.58,Bajo,Tarjeta de crédito,Pequeña,Sí,24 horas,Desconocido,Desconocido
138,Centro odontologico Mia Sonrisa y especialidades E.I.R.L,"dentist, health",-12.208089,-76.9334305,"Estación del tren, Villa EL Salvador",4.58,Medio,Efectivo,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
139,ALQUILER ANDAMIOS PUNTALES Y ESCALERAS SGM CONSTRUCCIONES,Sin Categoría,-12.2099035,-76.9329757,Villa EL Salvador,3.86,Alto,Efectivo,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
140,K-FOOD VES,"grocery_or_supermarket, food, store",-12.2081798,-76.9335182,"Avenida Jorge Chavez 431, Villa EL Salvador",5.0,Alto,Efectivo,Mediana,Sí,Horario laboral,Villa el Salvador,Lima Sur
141,Muebles e Interiores Gonzales,"furniture_store, home_goods_store, store",-12.2096442,-76.9334008,"Sector 2, Grupo 5 Lote 12, Cercado de Lima",5.0,Medio,Efectivo,Pequeña,Sí,24 horas,Cercado de Lima,Lima Centro
142,Pizzant,"restaurant, food",-12.2082328,-76.933651,"Avenida Jorge Chavez 431, Villa EL Salvador",4.2,Medio,Efectivo,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
143,Estación 429 - Pollería Restobar,"restaurant, food",-12.2082916,-76.933697,"15829, Villa EL Salvador",4.76,Bajo,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
144,Piaggio Vehículos Comerciales,Sin Categoría,-12.210055,-76.9322681,Avenida Separadora Industrial 2016,3.5,Medio,Efectivo,Pequeña,No,Fines de semana,Desconocido,Desconocido
145,Centro Motorcycles / Piaggio,"car_repair, store",-12.2100674,-76.9322579,"Sector 2 Grupo 5 Manzana F, Avenida César Vallejo con, Villa EL Salvador",5.0,Medio,Transferencia,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
146,DISTRIBUIDOR AUTORIZADO BITEL,store,-12.2082416,-76.9336885,"Avenida Jorge Chavez 431, Villa EL Salvador",5.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
147,Barberia New Style JohanNs,"hair_care, health",-12.208277,-76.9337305,"Mzn A Lote 10, Villa EL Salvador",5.0,Medio,QR,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
148,El Punto Brasero,"restaurant, food",-12.2083152,-76.933779,"15834, Villa EL Salvador",5.0,Medio,Efectivo,Grande,No,24 horas,Villa el Salvador,Lima Sur
149,Calzatura D'Ellas sac,Sin Categoría,-12.2075228,-76.9323936,Lima,4.8,Medio,Transferencia,Grande,No,24 horas,Desconocido,Desconocido
150,Reflejo Studio,general_contractor,-12.21005,-76.9331741,Sector 2 Grupo 5 Manzana D Lote 20 villa el salvador Gobierno Regional de Lima,3.86,Medio,QR,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
151,Kronen K2 - Pollos y parrillas,"food, store",-12.2083567,-76.9338518,"Avenida Jorge Chavez 429, Villa EL Salvador",4.6,Alto,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
152,Moliboticas,"pharmacy, store, health",-12.2078417,-76.9335655,"Auxiliar Av. Separadora Industrial, Lima",4.58,Medio,Efectivo,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
153,"Bodega Bazar ""La Galletita""",Sin Categoría,-12.2102411,-76.93265,Avenida César Vallejo 520,1.0,Medio,QR,Mediana,No,Horario laboral,Desconocido,Desconocido
154,Tambo+ Jorge Chávez,"grocery_or_supermarket, food, store",-12.2080319,-76.9337396,"Avenida Jorge Chavez 412, Villa EL Salvador",3.7,Medio,Tarjeta de crédito,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
155,Hostal Las Rocas,lodging,-12.2091044,-76.9261958,"Avenida Pachacutec 812, Machu Picchu",4.76,Bajo,Efectivo,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
156,La Bodega del Mueble,store,-12.2072089,-76.92808169999999,"Mz. U Lt. 5 Parcela II, Parque Industrial de",3.7,Medio,Tarjeta de crédito,Pequeña,No,24 horas,Desconocido,Desconocido
157,PERUPAINT,Sin Categoría,-12.2067341,-76.92844749999999,"Jr. Las maquinarias Mz. V lote 1, Parque industrial. Villa el Salvador. Altura de la Cdra 62 - 63 de la Av. Pachacutec., Avenida Pachacutec 62, Villa EL Salvador",5.0,Medio,QR,Grande,No,Fines de semana,Villa el Salvador,Lima Sur
158,FYZ DCO SUPPLY,Sin Categoría,-12.2087084,-76.9253634,"Calle los eucaliptos Mz Y Lte 3 AAHH santa rosa de las conchitas, Villa María del Triunfo, LIMA",4.62,Medio,Tarjeta de crédito,Pequeña,No,Fines de semana,Santa Rosa,Desconocido
159,VITEMAQ,Sin Categoría,-12.2056737,-76.92895539999999,"Parque Industrial de, Avenida Pachacutec Mz. S, Villa EL Salvador",5.0,Medio,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
160,El Cisue,Sin Categoría,-12.2085755,-76.9279834,"Q3RC+HR6, Jr. Maquinarias, Lima",4.220000000000001,Medio,Efectivo,Grande,No,Horario laboral,Desconocido,Desconocido
161,Fiscalía de familia villa María del triunfo,"post_office, finance",-12.2085318,-76.9279608,"Q3RC+HRM, Cesar Vallejo, Villa María del Triunfo",4.220000000000001,Medio,QR,Mediana,No,Horario laboral,Villa María del Triunfo,Lima Sur
162,Muebles Y Hogar,"home_goods_store, store",-12.2088294,-76.9282929,"eléctrico, mz b lote 23 parcela 2A referencia tercera torre del tren, Villa EL Salvador",3.62,Bajo,QR,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
163,La Casa De Las Espumas,Sin Categoría,-12.2090159,-76.9276139,"Q3RC+9XR, Jr. Maquinarias, Lima",4.279999999999999,Bajo,Efectivo,Pequeña,No,Fines de semana,Desconocido,Desconocido
164,Guarderia,Sin Categoría,-12.2090802,-76.927651,"Q3RC+9W9, Villa el Salvador",4.279999999999999,Medio,Tarjeta de crédito,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
165,Mueblería Napa,"furniture_store, home_goods_store, clothing_store, store",-12.2088395,-76.9283566,"Calle Los Artesanos con, Villa EL Salvador",4.1,Alto,QR,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
166,dadett,Sin Categoría,-12.2092176,-76.9280897,"Avenida Pedro Huillca mz. k1 lt. 01, Villa EL Salvador",4.279999999999999,Medio,Efectivo,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
167,Muebles palacios,store,-12.2088865,-76.92754409999999,"Q3RC+CXW, Parque industrial, Villa EL Salvador",4.0,Medio,Transferencia,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
168,Melamublescf,Sin Categoría,-12.2089202,-76.9275226,"Parque industrial, Villa EL Salvador",4.459999999999999,Medio,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
169,Agente Interbank,"bank, finance",-12.2092717,-76.92824399999999,"PARCELA 3A MZ 54 LT 03, Lima",3.62,Alto,QR,Grande,Sí,24 horas,Desconocido,Desconocido
170,FIMET/FIFRA DE VIDRIO/.,Sin Categoría,-12.2093437,-76.92820549999999,"Q3RC+7P7, Villa María del Triunfo",4.279999999999999,Bajo,Efectivo,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
171,Grupo Zorrilla S.A.,Sin Categoría,-12.2090348,-76.9274168,"parque industrial, Mz a Lt 18, Villa EL Salvador",4.459999999999999,Medio,QR,Pequeña,No,Fines de semana,Villa el Salvador,Lima Sur
172,Bertinmuebles & acabados,Sin Categoría,-12.2093476,-76.9282041,"Pje.san martin 197-b Mz.c Lt.5 parcela 2a parque industrial, Supe pueblo",4.279999999999999,Medio,Tarjeta de crédito,Pequeña,No,Fines de semana,Desconocido,Desconocido
173,Industrial Maderera Juan Vladimir,general_contractor,-12.20869,-76.92856379999999,"Parque Industrial, Villa EL Salvador",4.0,Medio,Tarjeta de crédito,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
174,Muebles Inmulhsa,Sin Categoría,-12.2094543,-76.9278964,"Jr. Maquinarias, Cercado de Lima",4.48,Alto,Tarjeta de crédito,Grande,No,Fines de semana,Cercado de Lima,Lima Centro
175,Distribuidora Guido,store,-12.2092739,-76.9274263,"Mz. B Lote 4, Parcela 2, Parque Industrial, Villa EL Salvador",4.3,Medio,Efectivo,Mediana,Sí,Horario laboral,Villa el Salvador,Lima Sur
176,Lucecitas,Sin Categoría,-12.2094561,-76.92766449999999,"Parcela 2A, mz b lot 04, Villa EL Salvador",4.48,Medio,Efectivo,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
177,Ferreteria Lily,"hardware_store, store",-12.2081373,-76.92819759999999,"Calle 18 MZ U LOTE 15, Villa EL Salvador",4.4,Bajo,Transferencia,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
178,Industrias Ecoph,Sin Categoría,-12.2092008,-76.9272726,"Mz A, Villa EL Salvador",4.459999999999999,Bajo,Efectivo,Grande,Sí,24 horas,Villa el Salvador,Lima Sur
179,Villaverde,Sin Categoría,-12.2081156,-76.9282313,"Q3RC+QP2, Herramientas, Lima",4.2,Medio,Transferencia,Pequeña,No,Horario laboral,Desconocido,Desconocido
180,Multimuebles Jhon,Sin Categoría,-12.2084975,-76.9271934,"Q3RF+J43, Avenida Pachacútec, Lima",4.640000000000001,Alto,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
181,Mecanica Goyo,car_repair,-12.2082247,-76.92739739999999,"Q3RF+P29, Cesar Vallejo, Cercado de Lima",4.46,Medio,Transferencia,Grande,Sí,24 horas,Cercado de Lima,Lima Centro
182,Routealaser,Sin Categoría,-12.2091806,-76.92873689999999,"Mz C Lt 18 Parcel IIA Zona Industrial, Villa EL Salvador",3.72,Alto,Tarjeta de crédito,Mediana,Sí,Horario laboral,Villa el Salvador,Lima Sur
183,Organic A&S S.A.C.,storage,-12.2093324,-76.9286584,"Q3RC+7G8, Calle Los Artesanos, Villa EL Salvador",5.0,Alto,Efectivo,Grande,No,Fines de semana,Villa el Salvador,Lima Sur
184,Geor SAC,"accounting, finance",-12.2085425,-76.9287836,"Parcela 2, Mz. T, Lote 12 Parque Industrial",3.9,Bajo,Efectivo,Mediana,No,Horario laboral,Desconocido,Desconocido
185,Handy,Sin Categoría,-12.2092543,-76.9287259,"Q3RC+7GR, Calle Los Artesanos, Villa EL Salvador",3.72,Medio,Efectivo,Grande,No,Horario laboral,Villa el Salvador,Lima Sur
186,Muebles VILA,shopping_mall,-12.2080148,-76.9282597,"Q3RC+QMX, Villa María del Triunfo",4.1,Medio,Efectivo,Grande,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
187,Columba Inmobiliaria,Sin Categoría,-12.208074,-76.9274946,"Parque Industrial, Av. Pachacútec Mz""U"", Lote""11"", Parcela 2A, Villa EL Salvador",4.38,Medio,Efectivo,Mediana,Sí,24 horas,Villa el Salvador,Lima Sur
188,Mega desarrollo de proyectos,Sin Categoría,-12.2079466,-76.9275622,"AV PACHACUTEC CDRA. 65 MZ. U LOTE 10 PARQUE INDUSTRIAL, Villa EL Salvador",4.9,Medio,Efectivo,Grande,No,Horario laboral,Villa el Salvador,Lima Sur
189,LA FABRIKX,place_of_worship,-12.2079327,-76.927571,Avenida Pachacutec,5.0,Medio,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
190,SERMECO SRL,general_contractor,-12.2097697,-76.9282723,"Calle Los Artesanos 14, Villa EL Salvador",3.78,Alto,Transferencia,Grande,No,Horario laboral,Villa el Salvador,Lima Sur
191,MUEΒLERIA JESUS,"home_goods_store, store",-12.2089726,-76.9289577,"AV. SEPARADORA INDUSTRIAL M. N1 LOTE. 15 Z.I. PQUE INDUSTRIAL, Villa EL Salvador",1.0,Bajo,Transferencia,Mediana,No,Fines de semana,Villa el Salvador,Lima Sur
192,FILO INDUSTRIAS,Sin Categoría,-12.2087439,-76.92897409999999,"Lote 08, Calle Los Artesanos, Villa EL Salvador",3.72,Medio,Tarjeta de crédito,Mediana,No,Fines de semana,Villa el Salvador,Lima Sur
193,Muebles PYMEG,"furniture_store, home_goods_store, store",-12.2086159,-76.9290414,"Lote 08, Calle Los Artesanos Mz. w, Villa EL Salvador",4.5,Alto,Efectivo,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
194,Espaldares Percy,Sin Categoría,-12.2095951,-76.9271576,"Q3RF+548, Jirón Santa, Lima",5.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
195,INDUSTRIAS DEL MUEBLE ANDRES EIRL,"home_goods_store, store",-12.2081375,-76.9288223,"Unnamed Road, Cercado de Lima",5.0,Alto,Tarjeta de crédito,Mediana,No,Horario laboral,Cercado de Lima,Lima Centro
196,Buyima,"electronics_store, store",-12.2078258,-76.9284042,"Parque Industrial, Villa EL Salvador",3.9,Bajo,Efectivo,Pequeña,No,Fines de semana,Villa el Salvador,Lima Sur
197,Servicios De Pintura,Sin Categoría,-12.2097153,-76.92716879999999,"Q3RF+448, Lima, Jr. Maquinarias, Villa EL Salvador",4.32,Medio,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
198,Closet Cocinas Oficinas Muebles para Tv,"furniture_store, home_goods_store, store",-12.2078724,-76.92868,"Sierra, Lima, Villa EL Salvador",4.4,Medio,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
199,Inversiones S&S,"furniture_store, home_goods_store, store",-12.2083945,-76.9291047,"Calle Los Artesanos 10, Villa EL Salvador",5.0,Bajo,Transferencia,Grande,No,Horario laboral,Villa el Salvador,Lima Sur
200,"Avenida Pachacutec, 1096",transit_station,-12.20778,-76.92733,Peru,4.32,Medio,Efectivo,Grande,Sí,Fines de semana,Desconocido,Desconocido
201,inversiones sam y will,"furniture_store, home_goods_store, store",-12.2084386,-76.9291406,Villa el Salvador,3.9,Alto,Efectivo,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
202,BRUCE INGENIEROS,Sin Categoría,-12.2079804,-76.92889509999999,"Sierra, Lima",4.0,Bajo,Tarjeta de crédito,Mediana,No,Horario laboral,Desconocido,Desconocido
203,Casa,Sin Categoría,-12.2086206,-76.923414,"H1, Villa María del Triunfo",4.6,Medio,Transferencia,Pequeña,Sí,24 horas,Villa María del Triunfo,Lima Sur
204,Capilla Santa Rosa,Sin Categoría,-12.2090348,-76.92368859999999,"Los Pinos 19, Distrito de Lima",4.0,Medio,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
205,CANCHÓN,Sin Categoría,-12.209548,-76.92392029999999,"Avenida Pachacutec 6993, Villa María del Triunfo",5.0,Alto,Efectivo,Pequeña,No,Fines de semana,Villa María del Triunfo,Lima Sur
206,Vidal Jiménez,Sin Categoría,-12.2078487,-76.9235854,"Q3RG+VH7, I, Villa María del Triunfo",4.0,Medio,Transferencia,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
207,Bodega Adela,food,-12.207792,-76.9233612,"Santa Rosa MZ I LT 12, Villa María del Triunfo",4.6,Alto,Tarjeta de crédito,Pequeña,No,24 horas,Santa Rosa,Desconocido
208,Bodega Angela,store,-12.20912,-76.92441199999999,Lima,4.66,Medio,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
209,loza paraiso cerro conchitas,parking,-12.2078686,-76.9227366,"Loza deportiva, Lima",4.4,Medio,Tarjeta de crédito,Mediana,No,24 horas,Desconocido,Desconocido
210,Casa del más wano,Sin Categoría,-12.2078285,-76.9238376,"U, Villa María del Triunfo",4.6,Medio,Efectivo,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
211,Terapia San Martin Perú,health,-12.2076966,-76.922957,"Tablada de lurin, Sector Paraiso Santa Rosa, Villa María del Triunfo",5.0,Medio,Efectivo,Mediana,Sí,Horario laboral,Lurín,Lima Este
212,"Centro Recreacional Deportivo ""MATEO""",night_club,-12.2100197,-76.9235064,"Q3QG+XHX, Lima",5.0,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
213,"MZ C, LOTE 9, A.H. VILLA SANTA ROSA",Sin Categoría,-12.2100365,-76.92289850000002,"Q3QG+XRQ, C, Villa María del Triunfo",4.64,Alto,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
214,Josmel Acrilicos,night_club,-12.2079633,-76.92434089999999,"Cmt 6, Los Pinos 279, Villa María del Triunfo",5.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
215,Casa blanca,Sin Categoría,-12.2076031,-76.9241657,"Los Pinos 279, Villa María del Triunfo",4.6,Medio,Efectivo,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
216,Enhanced Computer Division,Sin Categoría,-12.2088933,-76.9248899,"Calle el Manantial, MZ. Z LT.6, Villa María del Triunfo",4.62,Alto,Tarjeta de crédito,Pequeña,No,Fines de semana,Villa María del Triunfo,Lima Sur
217,Bodega Gina,store,-12.207278,-76.9232624,Los Sauces Lima,4.6,Bajo,Tarjeta de crédito,Pequeña,No,Horario laboral,Desconocido,Desconocido
218,DecorFS,Sin Categoría,-12.207222,-76.9235494,"Pasaje los sauces MZ P lote 8 comité 3 ciudad de gosen, Villa María del Triunfo",4.6,Alto,Efectivo,Mediana,No,Horario laboral,Villa María del Triunfo,Lima Sur
219,Casa de iker,laundry,-12.210381,-76.9226223,"Q3QG+RXR, Avenida Villa Santa Rosa, Villa María del Triunfo",4.6,Bajo,Efectivo,Pequeña,No,Fines de semana,Santa Rosa,Desconocido
220,Tranquera,Sin Categoría,-12.2073023,-76.9241643,"H1, Villa María del Triunfo",4.4,Bajo,Efectivo,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
221,Iglesia Adventista del Séptimo Día LOS CIPRESES,"church, place_of_worship",-12.2084585,-76.9251173,"Q3RF+JX6, Los Eucaliptos, Villa María del Triunfo",4.3,Alto,Transferencia,Mediana,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
222,Chapel Santa Clara,Sin Categoría,-12.2070896,-76.9238287,"Q3VG+5F7, Lima",4.0,Medio,Efectivo,Pequeña,No,Fines de semana,Desconocido,Desconocido
223,Paradero del Moradito,transit_station,-12.20964,-76.92499,Peru,4.36,Bajo,Efectivo,Mediana,No,Horario laboral,Desconocido,Desconocido
224,Warehouse muebles en poliuretano y melamina,Sin Categoría,-12.2088037,-76.92518799999999,"Calle las palmeras Mz Y Lte 3A AAHH, Cercado de Lima",4.62,Alto,QR,Grande,No,24 horas,Cercado de Lima,Lima Centro
225,Huamaní Guivin Aldo Robert,Sin Categoría,-12.2080965,-76.9250783,"Q3RF+QX7, Los Rosales, Cercado de Lima",4.86,Medio,Efectivo,Pequeña,Sí,Fines de semana,Cercado de Lima,Lima Centro
226,ELIGE TU COMPRA,Sin Categoría,-12.2075959,-76.9247729,Lima,5.0,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
227,Ultimo Paradero del Moradito,transit_station,-12.20983,-76.92497999999999,Peru,4.36,Medio,Efectivo,Mediana,No,Horario laboral,Desconocido,Desconocido
228,InfoPrint,store,-12.2073781,-76.9246418,"Los Pinos 207, Villa María del Triunfo",4.8,Medio,Transferencia,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
229,Salazar paucar paula,lodging,-12.2069375,-76.92268750000001,"Q3RG+VH7, Villa María del Triunfo",4.6,Alto,Efectivo,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
230,Muebleria Karen,"home_goods_store, store",-12.2091665,-76.92537150000001,"El Manantial 6799, Lima",5.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
231,Alarcón Muebles y Equipamientos,Sin Categoría,-12.2092455,-76.925422,"El Manantial, Villa María del Triunfo",4.62,Medio,Transferencia,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
232,TAYO FILMS,Sin Categoría,-12.2090507,-76.9255232,"Avenida Pachacutec 6845, Lima",5.0,Medio,Efectivo,Mediana,Sí,Horario laboral,Desconocido,Desconocido
233,Llamagas Lurin,Sin Categoría,-12.2109882,-76.9236911,"Llama Gas, Villa María del Triunfo",4.2,Medio,Transferencia,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
234,LUANG STORE,store,-12.2068524,-76.9243254,Cerca de los girasoles cercado de lima 15816,5.0,Alto,QR,Mediana,Sí,Fines de semana,Cercado de Lima,Lima Centro
235,DISTRIBUIDORA SAN JOSE FELIX Y NHOS,Sin Categoría,-12.2108008,-76.92436,"PACHACUTEC 7109 ASOC DE PEQUEÑOS INDUSTRIALES CERRO LAS CONCHITAS, Villa María del Triunfo",4.24,Medio,Efectivo,Mediana,Sí,24 horas,Villa María del Triunfo,Lima Sur
236,"Avenida Pachacutec, 7109",transit_station,-12.21028,-76.92506999999999,Peru,3.0,Bajo,Tarjeta de crédito,Mediana,No,24 horas,Desconocido,Desconocido
